Mod:Item:MetaData, Localized Name
projectred-core:resource_item:421, Sail
projectred-core:resource_item:500, Белая светопыль
projectred-core:resource_item:501, Оранжевая светопыль
projectred-core:resource_item:502, Сиреневая светопыль
projectred-core:resource_item:503, Светло-синяя светопыль
projectred-core:resource_item:504, Жёлтая светопыль
projectred-core:resource_item:505, Лаймовая светопыль
projectred-core:resource_item:506, Розовая светопыль
projectred-core:resource_item:507, Серая светопыль
projectred-core:resource_item:508, Светло-серая светопыль
projectred-core:resource_item:509, Бирюзовая светопыль
projectred-core:resource_item:510, Фиолетовая светопыль
projectred-core:resource_item:511, Синяя светопыль
projectred-core:resource_item:512, Коричневая светопыль
projectred-core:resource_item:513, Зелёная светопыль
projectred-core:resource_item:514, Красная светопыль
projectred-core:resource_item:515, Чёрная светопыль
projectred-core:resource_item:600, Null-Logic Routing Chip
projectred-core:drawplate, Волока
projectred-core:screwdriver, Отвёртка
projectred-core:multimeter, Отладчик проводов
projectred-exploration:wool_gin, Чесалка
projectred-exploration:backpack:0, Белый рюкзак
projectred-exploration:backpack:1, Оранжевый рюкзак
projectred-exploration:backpack:2, Сиреневый рюкзак
projectred-exploration:backpack:3, Светло-синий рюкзак
projectred-exploration:backpack:4, Жёлтый рюкзак
projectred-exploration:backpack:5, Лаймовый рюкзак
projectred-exploration:backpack:6, Розовый рюкзак
projectred-exploration:backpack:7, Серый рюкзак
projectred-exploration:backpack:8, Светло-серый рюкзак
projectred-exploration:backpack:9, Бирюзовый рюкзак
projectred-exploration:backpack:10, Фиолетовый рюкзак
projectred-exploration:backpack:11, Синий рюкзак
projectred-exploration:backpack:12, Коричневый рюкзак
projectred-exploration:backpack:13, Зелёный рюкзак
projectred-exploration:backpack:14, Красный рюкзак
projectred-exploration:backpack:15, Чёрный рюкзак
projectred-exploration:athame, Athame
projectred-exploration:ore:0, Рубиновая руда
projectred-exploration:ore:1, Сапфировая руда
projectred-exploration:ore:2, Перидотовая руда
projectred-exploration:ore:3, Медная руда
projectred-exploration:ore:4, Оловянная руда
projectred-exploration:ore:5, Серебряная руда
projectred-exploration:ore:6, Электротиновая руда
projectred-exploration:stone:0, Мрамор
projectred-exploration:stone:1, Мраморный кирпич
projectred-exploration:stone:2, Базальтовый булыжник
projectred-exploration:stone:3, Базальт
projectred-exploration:stone:4, Базальтовый кирпич
projectred-exploration:stone:5, Рубиновый блок
projectred-exploration:stone:6, Сапфировый блок
projectred-exploration:stone:7, Перидотовый блок
projectred-exploration:stone:8, Block of Copper
projectred-exploration:stone:9, Block of Tin
projectred-exploration:stone:10, Block of Silver
projectred-exploration:stone:11, Block of Electrotine
projectred-exploration:stone_wall:0, Мраморная стена
projectred-exploration:stone_wall:1, Стена из мраморного кирпича
projectred-exploration:stone_wall:2, Стена из базальтового булыжника
projectred-exploration:stone_wall:3, Базальтовая стена
projectred-exploration:stone_wall:4, Стена из базальтового кирпича
projectred-exploration:stone_wall:5, Рубиновая стена
projectred-exploration:stone_wall:6, Сапфировая стена
projectred-exploration:stone_wall:7, Перидотовая стена
projectred-exploration:stone_wall:8, Медная стена
projectred-exploration:stone_wall:9, Оловянная стена
projectred-exploration:stone_wall:10, Серебряная стена
projectred-exploration:stone_wall:11, Электротиновая стена
projectred-exploration:barrel:0, Бочка для предметов
projectred-exploration:ruby_axe, Рубиновый топор
projectred-exploration:sapphire_axe, Сапфировый топор
projectred-exploration:peridot_axe, Перидотовый топор
projectred-exploration:ruby_hoe, Рубиновая мотыга
projectred-exploration:sapphire_hoe, Сапфировая мотыга
projectred-exploration:peridot_hoe, Перидотовая мотыга
projectred-exploration:ruby_pickaxe, Рубиновая кирка
projectred-exploration:sapphire_pickaxe, Сапфировая кирка
projectred-exploration:peridot_pickaxe, Перидотовая кирка
projectred-exploration:ruby_shovel, Рубиновая лопата
projectred-exploration:sapphire_shovel, Сапфировая лопата
projectred-exploration:peridot_shovel, Перидотовая лопата
projectred-exploration:ruby_sword, Рубиновый меч
projectred-exploration:sapphire_sword, Сапфировый меч
projectred-exploration:peridot_sword, Перидотовый меч
projectred-exploration:golden_saw, Золотая пила
projectred-exploration:ruby_saw, Рубиновая пила
projectred-exploration:sapphire_saw, Сапфировая пила
projectred-exploration:peridot_saw, Перидотовая пила
projectred-exploration:wooden_sickle, Деревянный серп
projectred-exploration:stone_sickle, Каменный серп
projectred-exploration:iron_sickle, Железный серп
projectred-exploration:golden_sickle, Золотой серп
projectred-exploration:ruby_sickle, Рубиновый серп
projectred-exploration:sapphire_sickle, Сапфировый серп
projectred-exploration:peridot_sickle, Перидотовый серп
projectred-exploration:diamond_sickle, Алмазный серп
projectred-exploration:ruby_helmet, Рубиновый шлем
projectred-exploration:ruby_chestplate, Рубиновая кираса
projectred-exploration:ruby_leggings, Рубиновые поножи
projectred-exploration:ruby_boots, Рубиновые ботинки
projectred-exploration:sapphire_helmet, Сапфировый шлем
projectred-exploration:sapphire_chestplate, Сапфировая кираса
projectred-exploration:sapphire_leggings, Сапфировые поножи
projectred-exploration:sapphire_boots, Сапфировые ботинки
projectred-exploration:peridot_helmet, Перидотовый шлем
projectred-exploration:peridot_chestplate, Перидотовая кираса
projectred-exploration:peridot_leggings, Перидотовые поножи
projectred-exploration:peridot_boots, Перидотовые ботинки
ic2:blockrubsapling, Саженец гевеи
ic2:blockrubwood:0, Древесина гевеи
ic2:leaves, Листва
ic2:blockcrop, Посев
ic2:blockbarrel, Бочка
ic2:blockmetal:0, Медная руда
ic2:blockmetal:1, Оловянная руда
ic2:blockmetal:2, Урановая руда
ic2:blockmetal:3, Серебряная руда
ic2:blockmetal:7, Медный блок
ic2:blockmetal:8, Оловянный блок
ic2:blockmetal:9, Бронзовый блок
ic2:blockmetal:10, Урановый блок
ic2:blockmetal:11, Серебряный блок
ic2:blockmetal:12, Блок древесного угля
ic2:blockscaffold, Строительные леса
ic2:blockironscaffold, Железные строительные леса
ic2:blockfenceiron, Железный забор
ic2:blockutility:1, Буровая труба
ic2:blockutility:2, Укрепленный камень
ic2:blockutility:3, Укрепленное стекло
ic2:blockutility:4, Усиленный кирпич
ic2:blockutility:5, Усиленное прозрачное стекло
ic2:blockutility:6, Потрескавшийся укрепленный камень
ic2:blockminingpipe, Буровая труба
ic2:advcomparator, Улучшенный компаратор
ic2:blockdooralloy, .name
ic2:blockexplosive:0, Промышленный ТНТ
ic2:blockexplosive:1, Ядерная бомба
